Geneid	GeneSymbol	Entrez	MouseSymbol	logFC_10vsC	logCPM_10vsC	PValue_10vsC	PAdj_10vsC	logFC_20vsC	logCPM_20vsC	PValue_20vsC	PAdj_20vsC	sig_10vsC	sig_20vsC	up_10vsC	up_20vsC	down_10vsC	down_20vsC	sig_col10	sig_col20
ENSG00000100580	TMED8	283578	Tmed8	-0.204902242461738	4.56682423884766	0.00621065639712408	0.0238059063765347	-0.199206060783037	4.56682423884766	0.00768630175307768	0.0207077847193501	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100583	SAMD15	161394	Samd15	-0.13094914897163	0.7575700795879	0.517968466113209	0.66922483328896	-0.366423730703541	0.7575700795879	0.0738822929374908	0.137441415963788	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100591	AHSA1	10598	Ahsa1	0.195424850285221	6.33102084520776	0.00171645259918334	0.00835238599431499	0.315670638277161	6.33102084520776	3.90761191496041e-07	3.32484263512281e-06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100592	DAAM1	23002	Daam1	-0.47965058905442	4.19540821248814	2.76367068196421e-05	0.000249354252866911	-0.519022373643803	4.19540821248814	5.75649440036649e-06	3.73856122936406e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100596	SPTLC2	9517	Sptlc2	0.351204523368506	6.7458139349048	3.0436293954978e-05	0.000270487929691235	0.19802410236926	6.7458139349048	0.0188497410985152	0.0445287494193041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100599	RIN3	79890	Rin3	-0.137301367721377	5.16280800764957	0.152680728813535	0.286600992345081	-0.186785327504027	5.16280800764957	0.0522683754418033	0.103764899454073	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100600	LGMN	5641	Lgmn	0.220085075507257	6.315751154546	0.000390653398440416	0.00243241366574184	0.172955483532814	6.315751154546	0.00529091434005858	0.0150958983717512	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100601	ALKBH1	8846	Alkbh1	0.136657188428127	3.28333506744553	0.222954414619696	0.374197013210313	0.316887823404912	3.28333506744553	0.00445908512723859	0.0130138051828704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100603	SNW1	22938	Snw1	-0.0707331370576752	5.92418410311068	0.323570820644267	0.488411278522753	-0.00466421580646288	5.92418410311068	0.948029266604745	0.966056210150251	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100605	ITPK1	3705	Itpk1	-0.0100503992250961	5.73039675824876	0.911694040844296	0.94757741608135	-0.0570516479648245	5.73039675824876	0.529050853008559	0.642763816574348	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100612	DHRS7	51635	Gm4756	0.354695100226157	4.99058216586106	3.97264183945974e-05	0.000339580505907114	0.441181219837123	4.99058216586106	3.10019011199788e-07	2.68416928432229e-06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100614	PPM1A	5494	Ppm1a	-0.107759634016764	5.72907196097923	0.0978413488811237	0.206443711648585	-0.078440694724872	5.72907196097923	0.227609288315461	0.339713984215688	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100625	SIX4	51804	Six4	-0.145369895693393	2.83739556899947	0.445200707213193	0.60611563784466	0.207726042587754	2.83739556899947	0.277883552781897	0.396884487013588	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100626	GALNT16	57452	Galnt16	-0.642801735621625	-0.270647001692985	0.0192448611867078	0.058618539079101	-1.04807392256007	-0.270647001692985	0.000150983192080715	0.000665694527277764	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NotSig	Down
ENSG00000100629	CEP128	145508	Cep128	-0.20894011116998	1.73705839760977	0.350822500527569	0.516506210429936	-0.638924710075388	1.73705839760977	0.00519572051310509	0.0148558226890561	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100632	ERH	2079	Erh	-0.00719857343283795	5.7080708186684	0.94742042088012	0.969045039699489	0.0146815271611505	5.7080708186684	0.892565482833077	0.928054576997052	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100644	HIF1A	3091	Hif1a	-0.0897495685373791	8.80499844005022	0.345604870711084	0.511232809499743	-0.131719954797117	8.80499844005022	0.165725947893956	0.263672583187065	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100647	SUSD6	9766	Susd6	-0.0172558089232836	5.61605043125013	0.922563302200209	0.955048380324584	0.442356937794527	5.61605043125013	0.0137754159369445	0.0340767565867406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100650	SRSF5	6430	Srsf5	-0.273130325523458	7.11636134521157	0.0408057318999099	0.106070515615375	-0.312760655318124	7.11636134521157	0.0183989249300233	0.0436380596415694	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100664	EIF5	1983	NA	0.052426526808002	7.87984039772484	0.448991606290542	0.609384226427687	0.0515947977439942	7.87984039772484	0.45611470545629	0.576892256610299	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100697	DICER1	23405	Dicer1	-0.0425731270780919	5.627895081666	0.623581247720053	0.753761606284465	-0.0875810036741197	5.627895081666	0.312474841318211	0.434742492559385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100711	ZFYVE21	79038	Zfyve21	-0.0157374001745871	4.64675187006172	0.827089198982755	0.895147886747577	-0.0766270122801717	4.64675187006172	0.287792451265484	0.408276551162124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100714	MTHFD1	4522	Mthfd1	0.0143795041074947	5.39625551873765	0.865061199793738	0.918673251170542	0.0261475306632658	5.39625551873765	0.756989557675871	0.830873716240687	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100722	ZC3H14	79882	Zc3h14	0.0248819908288612	5.70235058335075	0.705909131575542	0.814411868478948	-0.0336704476403949	5.70235058335075	0.609710825589742	0.711971232534831	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100726	TELO2	9894	Telo2	0.0413238691553369	4.66394054711719	0.707269436999777	0.815189475944368	0.0841417576737817	4.66394054711719	0.445061239237659	0.566156181148086	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100731	PCNX1	22990	Pcnx	0.154323809341639	6.25327231369018	0.0576156438967182	0.138359880146909	0.111657469840981	6.25327231369018	0.169625407694069	0.26882654902796	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100739	BDKRB1	623	Bdkrb1	0.498297661192108	3.77627491233805	0.005169308201759	0.0204942975033812	0.508805335058124	3.77627491233805	0.00421698112743967	0.0124298817844484	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100744	GSKIP	51527	Gskip	0.276492882501098	4.54729571272375	0.0181031948744142	0.0558194424109335	0.279652717268531	4.54729571272375	0.0168636674198943	0.0405891786792637	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100749	VRK1	7443	Vrk1	0.028501894263808	2.50557996523149	0.863544481632809	0.918117463109209	-0.192469656351729	2.50557996523149	0.247973384394411	0.363000436391264	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100764	PSMC1	5700	Psmc1	0.387273657304794	5.25167233957411	1.67982351297428e-05	0.000161637952688843	0.298544078845571	5.25167233957411	0.000897601904701924	0.00317553515950528	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100767	PAPLN	89932	Papln	0.373261477498371	0.939087400079333	0.09662115359162	0.204586715250985	0.410294371946352	0.939087400079333	0.0680654588557627	0.12835399203762	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100784	RPS6KA5	9252	Rps6ka5	-0.582007959518374	0.0785964377496995	0.0570813198691056	0.13729970042686	-0.804685995929825	0.0785964377496995	0.0106916689054634	0.0274160568361353	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100796	PPP4R3A	55671	Ppp4r3a	0.216916554709232	6.0478451350595	0.00310768518564954	0.0135724892278161	0.455581898094958	6.0478451350595	4.94005546845076e-10	7.31999401477454e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100802	C14orf93	60686	4931414P19Rik	-0.229476572414604	2.14856595537857	0.0813208690631941	0.179918164528204	-0.354216818926691	2.14856595537857	0.0074303256228565	0.0201097465795758	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100804	PSMB5	5693	Psmb5	0.340287185574928	6.7932302988039	3.3374013621285e-07	5.03093693610155e-06	0.404779629581903	6.7932302988039	1.23600319904605e-09	1.69870030738782e-08	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100811	YY1	7528	Yy1	-0.259706719047812	6.41693393096285	0.00013103457092134	0.00095127110200529	-0.255797592195711	6.41693393096285	0.000164860043721989	0.000718947309513646	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100813	ACIN1	22985	Acin1	-0.0386386399346449	7.57038612750989	0.703298497972893	0.812339153950101	0.0178934959674462	7.57038612750989	0.859554029134135	0.906057807601083	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100814	CCNB1IP1	57820	Ccnb1ip1	-0.174676225393065	4.51367246953152	0.225569190890218	0.377130265108485	-0.00690801530079665	4.51367246953152	0.961962762494427	0.975753160831853	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100815	TRIP11	9321	Trip11	0.083432116741126	6.12642233033428	0.235784386210988	0.389540777934096	0.116291694724774	6.12642233033428	0.0979933294853742	0.172838293970136	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100823	APEX1	328	Apex1	0.0502080558561826	6.74364583553193	0.443456043216838	0.604408107565954	0.119894879637528	6.74364583553193	0.0671613541225082	0.126972910350761	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100836	PABPN1	8106	Pabpn1l	-0.182256241910246	3.63875029637572	0.401633346574238	0.56596066044342	-0.223181850470561	3.63875029637572	0.295695744093716	0.417127603134396	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100842	EFS	10278	Efs	-0.436868904825673	5.16412046218336	6.78816269737592e-06	7.22182373876224e-05	-0.560951947411035	5.16412046218336	7.93023016342603e-09	9.52620947261793e-08	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100852	ARHGAP5	394	Arhgap5	-0.118980678591143	6.29021553896287	0.138387555188628	0.266885128603211	-0.0445728597698647	6.29021553896287	0.578790837525977	0.68665534739945	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100865	CINP	51550	Cinp	0.236635596291031	4.92840100918701	0.000577591625098565	0.00336939840313908	0.27151347672382	4.92840100918701	7.57326466062169e-05	0.000365752572832376	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100867	DHRS2	10202	Dhrs2	-0.262197032728376	-0.379128551756002	0.680922727011262	0.79487569364087	2.32281406813134	-0.379128551756002	0.000315371027134859	0.00127423681674052	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	NotSig	Up
ENSG00000100883	SRP54	6729	Srp54a	0.173108288612941	6.29962269095473	0.0110071989193387	0.0376357127443192	0.252171214326852	6.29962269095473	0.000208764496960244	0.000885348259549209	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100888	CHD8	57680	Chd8	0.0779392893378859	6.32110767145654	0.284312867589616	0.445950221246844	0.0919211222608253	6.32110767145654	0.206034242693293	0.313674616685002	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100889	PCK2	5106	Pck2	-0.123020524358092	6.78352637733923	0.156966114460709	0.292050188807873	-0.261869462669331	6.78352637733923	0.00260655051022113	0.00815091328931065	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100890	PRORP	9692	Prorp	-0.112960190136516	1.67497008319261	0.516835984647845	0.668267075366996	0.0264096966039168	1.67497008319261	0.87833910871315	0.918786074814322	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100897	DCAF11	80344	Dcaf11	0.138404467199624	5.54934607386218	0.0772374399461142	0.172927670238174	0.0969887808582125	5.54934607386218	0.215590862752613	0.32555475118816	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100902	PSMA6	5687	Psma6	0.133949780562777	1.66044159693008	0.471733727213655	0.630542878695089	0.12848264959259	1.66044159693008	0.490094031427312	0.608318829674927	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100906	NFKBIA	4792	Nfkbia	-0.401111482948866	4.9530306391554	4.70725255786732e-06	5.22211934176609e-05	-0.528358088690757	4.9530306391554	1.88535139283392e-09	2.52312908572199e-08	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100908	EMC9	51016	Emc9	-0.0680287812364355	2.65431117699788	0.698912739456367	0.808858445436545	-0.136459569634853	2.65431117699788	0.44000130372761	0.56145821723392	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100911	PSME2	5721	Psme2	0.380907941561777	5.56077902250808	1.09382273165945e-06	1.44682026438104e-05	0.395182913181944	5.56077902250808	4.28749060159437e-07	3.61478968166349e-06	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100916	BRMS1L	84312	Brms1l	-0.114978444835623	3.0089384626904	0.238385535052463	0.392771796542043	-0.0600260204374655	3.0089384626904	0.53591903638948	0.649334185479399	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100918	REC8	9985	Rec8	-0.647842075198076	1.49393460855633	0.0036731837890359	0.0155374833730729	-0.544842502658833	1.49393460855633	0.0130851484124595	0.032576292040985	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100926	TM9SF1	10548	Gm49378	0.0565483545396065	2.07022933016269	0.648463780071503	0.772545920896815	0.0136462475656873	2.07022933016269	0.912267279370457	0.941884278945076	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100934	SEC23A	10484	Sec23a	0.0416474986511219	8.17579540572162	0.572338435822869	0.714119202577505	0.0214358040129325	8.17579540572162	0.771337395311619	0.841896097840801	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100938	GMPR2	51292	Gmpr2	0.0362079698463508	4.77551503423092	0.655666082241384	0.777358295853892	-0.0502777372813067	4.77551503423092	0.53612814711408	0.64937857642092	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100941	PNN	5411	Pnn	-0.188842717925922	5.64885611368459	0.10677713818545	0.22044120054257	-0.0963140094938096	5.64885611368459	0.407969994016343	0.530892315339113	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100949	RABGGTA	5875	Rabggta	0.354736469466377	4.5157560990048	0.000592148703252573	0.00344074460656151	0.475099618962099	4.5157560990048	4.16496404131371e-06	2.80216052060724e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100968	NFATC4	4776	Nfatc4	-0.759298794820637	7.55666482674663	2.04013719454136e-08	4.03876155727947e-07	-0.877574134278053	7.55666482674663	8.8202847069722e-11	1.50443333617883e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100979	PLTP	5360	Pltp	-0.0980715825381289	3.95593270844407	0.318104291024806	0.482227191765744	0.0729551940960988	3.95593270844407	0.455680128340534	0.57663851941638	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100982	PCIF1	63935	Pcif1	-0.109756961875682	4.96220988370192	0.162681559496679	0.299929547666986	-0.215089407161636	4.96220988370192	0.00628455286916367	0.0174856007204501	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100983	GSS	2937	Gss	0.499007515117626	6.19623894727315	3.42949876705857e-14	1.85770797682279e-12	0.600693874256294	6.19623894727315	6.88281739159147e-20	4.31284337232435e-18	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100991	TRPC4AP	26133	Trpc4ap	0.152576839494617	7.12748601453136	0.0135600757821734	0.0444330601964946	0.16227852385353	7.12748601453136	0.00860341423240855	0.0228251326998309	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100994	PYGB	5834	Pygb	0.520392555287972	7.59248758443577	2.41931024826009e-11	8.43819580765476e-10	0.489018413805602	7.59248758443577	3.4175772083928e-10	5.18350069309875e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000100997	ABHD12	26090	Abhd12	0.362589995308133	6.04857894541344	4.37514865765489e-06	4.87563665029394e-05	0.322818573828185	6.04857894541344	4.23770036777265e-05	0.000220039020500779	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101000	PROCR	10544	Procr	0.821392091408279	4.1496699609504	8.92584729122807e-17	6.98388517157041e-15	0.984564394022566	4.1496699609504	1.62841663253464e-23	1.45945607041953e-21	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101003	GINS1	9837	Gins1	-0.439540565619898	1.36363062789229	0.0735861264313523	0.166466519453394	-1.12189947693474	1.36363062789229	8.43165226861896e-06	5.26106640288342e-05	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NotSig	Down
ENSG00000101004	NINL	22981	Ninl	-0.372595644730611	3.24762944767023	0.00155010794380931	0.00771818056331721	-0.464520535727259	3.24762944767023	7.98557792771971e-05	0.000383535974001686	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101017	CD40	958	Cd40	-0.488074529213054	2.79962542092534	9.04105376027026e-05	0.000690594540324776	-0.771018584147987	2.79962542092534	9.89359355171727e-10	1.37799734288742e-08	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101019	UQCC1	55245	Uqcc1	0.365893534506178	5.24027831892797	2.58426582621571e-06	3.07450708270941e-05	0.481880964679852	5.24027831892797	5.62468512360579e-10	8.26072715211081e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101040	ZMYND8	23613	Zmynd8	0.143815518890279	5.06825991027258	0.0552350013110986	0.133728749081291	0.0205488976145901	5.06825991027258	0.78440755656467	0.851604562723761	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101052	IFT52	51098	Ift52	-0.188708386430622	4.94636857285066	0.0161046492876597	0.0509466067534792	-0.288991171190119	4.94636857285066	0.000233841735620386	0.000978786183513802	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101057	MYBL2	4605	Mybl2	-0.757946695279127	3.86706072070731	0.000331346877108803	0.0021105142914419	-1.31661217956413	3.86706072070731	6.05307861598952e-10	8.82770479026164e-09	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	NotSig	Down
ENSG00000101079	NDRG3	57446	Ndrg3	0.097382979549647	5.88226636693336	0.22651255288273	0.378365258333876	-0.0308379716149254	5.88226636693336	0.702234317893643	0.786000688238812	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101084	RAB5IF	55969	NA	0.509164534602074	0.124633053429717	0.0787029573912907	0.175482589559237	0.726970957388938	0.124633053429717	0.0115270107427602	0.0291686233511187	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101096	NFATC2	4773	Nfatc2	-0.617006780277405	2.68416254209478	0.105484196222209	0.218504033300745	0.364781371826883	2.68416254209478	0.345335947483622	0.468559316578384	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101098	RIMS4	140730	Rims4	-0.295475058367946	-1.97783474684873	0.612937350299491	0.745919579963915	0.726188509205183	-1.97783474684873	0.185353877401435	0.288436613597014	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101104	PABPC1L	80336	Pabpc1l	0.346234421947417	3.97603318000469	0.255646881793109	0.413395963691252	0.325606275850749	3.97603318000469	0.271754225008987	0.390204059533033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101109	STK4	6789	Stk4	0.161201098113527	5.97261416527911	0.0560972706443793	0.135328945887289	0.196803905278146	5.97261416527911	0.0195054184631321	0.0458069125349845	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101115	SALL4	57167	Sall4	-1.55776121540054	-1.09312666953438	0.000111865013834355	0.000827957870161381	-1.68430673637226	-1.09312666953438	4.15343999507062e-05	0.000216271375517973	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	Down	Down
ENSG00000101126	ADNP	23394	Adnp	-0.171369624156965	6.35094793463978	0.013330413688144	0.0438202794388765	-0.232054917084976	6.35094793463978	0.000810075761362466	0.00290621066449009	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101132	PFDN4	5203	Pfdn4	-0.188646501797127	3.81871533608059	0.0594573275133072	0.14142753084555	-0.289895888104176	3.81871533608059	0.00387933592335859	0.0115544047602471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101134	DOK5	55816	Dok5	0.0837640204665338	5.55800595287403	0.450491483411665	0.610452493053395	0.0877767031608228	5.55800595287403	0.431340135947457	0.553510754112374	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101138	CSTF1	1477	Cstf1	0.121281963764004	4.74620933170708	0.0981529423791912	0.206911719444545	0.156133225292154	4.74620933170708	0.0329263521468579	0.0707211177266135	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101146	RAE1	8480	Rae1	0.0568094504949448	5.1217382904548	0.468576233393668	0.62759762154022	0.351932755468282	5.1217382904548	6.50101769678226e-06	4.14920369874908e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101150	TPD52L2	7165	Tpd52l2	0.168667326356791	7.66161658369625	0.0170042630976108	0.0531176685017888	0.131378126058716	7.66161658369625	0.0628313401360936	0.120465429525807	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101152	DNAJC5	80331	Dnajc5	0.261454175109897	6.87689197240831	0.00032375623171272	0.0020708075928061	0.335026130702189	6.87689197240831	4.09591711616235e-06	2.75821595235924e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101160	CTSZ	1522	Ctsz	0.0863715089343766	8.56433354398157	0.159381404332014	0.295503035012765	0.023546864682033	8.56433354398157	0.701116014310123	0.785293053142227	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101161	PRPF6	24148	Prpf6	0.0596747260198681	6.43601129259219	0.378531737681014	0.543363166067447	0.11426158877164	6.43601129259219	0.091468618516259	0.163460777114011	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101166	PRELID3B	51012	Prelid3b	0.155998771526224	5.61104394815264	0.14946712441251	0.282396810503667	0.143592454620794	5.61104394815264	0.184457920225737	0.287465878838466	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101181	MTG2	26164	Mtg2	0.140442210985931	4.53328774023562	0.176171845146232	0.31732390329141	0.321185656967512	4.53328774023562	0.00196522926755337	0.00634121981422195	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101182	PSMA7	5688	Psma7	0.364096238945513	6.95280707693377	1.55744680311589e-05	0.000150828574489049	0.387157611179828	6.95280707693377	4.17811537769212e-06	2.80973034130564e-05	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101188	NTSR1	4923	Ntsr1	2.79110724307524	-2.47036796313931	0.0013956229788576	0.00706555036335027	2.19143094368167	-2.47036796313931	0.0109929980937905	0.0280428593774322	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	Up	Up
ENSG00000101189	MRGBP	55257	Mrgbp	-0.232917398796912	4.50185326737704	0.00303984360418223	0.0133234164844834	-0.26654106248477	4.50185326737704	0.0006974692183753	0.00254922758312752	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101190	TCFL5	10732	Tcfl5	-0.0390566872194667	3.79534015264958	0.655112442483747	0.777262740649041	-0.0909470100506509	3.79534015264958	0.298221797622797	0.419778666253311	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101191	DIDO1	11083	Dido1	-0.0416631098003096	6.01024256497049	0.580300115701983	0.720587632127041	-0.061402821328875	6.01024256497049	0.415059006396495	0.537845477268785	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101193	GID8	54994	Gid8	-0.062267373164843	5.71824679128936	0.294005248037452	0.456840349687699	-0.0800560946810084	5.71824679128936	0.177129209136223	0.278283701930028	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101194	SLC17A9	63910	Slc17a9	-0.150414912223675	5.9435475487042	0.256096490248295	0.413761050780267	0.0243743059000484	5.9435475487042	0.853293171211944	0.901321386848731	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101199	ARFGAP1	55738	Arfgap1	0.121742576648553	7.18171648087818	0.314374390974883	0.478584362130592	0.469796235935429	7.18171648087818	0.000110953940018668	0.000507826327761086	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101210	EEF1A2	1917	Eef1a2	-0.383570624008411	1.19956465264861	0.0259944357694619	0.0741523372219912	-0.30319198332664	1.19956465264861	0.0762644010496373	0.141027630701768	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
ENSG00000101213	PTK6	5753	Ptk6	-0.174153681625779	-1.81539133098115	0.696957047107937	0.807410952810981	-0.49560545908091	-1.81539133098115	0.273985775110094	0.392568708684049	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
