ID	Description	NES_musDTvsC	NES_acoDTvsC	padj_musDTvsC	padj_acoDTvsC	padj_min
GO:2001242	regulation of intrinsic apoptotic signaling pathway	1.42963184523093	1.59336285471278	0.192980771824481	0.00494277682579127	0.00494277682579127
GO:0046395	carboxylic acid catabolic process	-1.30563940562705	-1.15788503371803	0.193135536585838	0.345436463854593	0.193135536585838
GO:0032508	DNA duplex unwinding	1.62210129571558	2.27284841712584	0.193252979518035	4.20829480048999e-06	4.20829480048999e-06
GO:0007202	activation of phospholipase C activity	-1.62722473204572	1.56329551732417	0.19460717780499	0.0707827932474928	0.0707827932474928
GO:0016054	organic acid catabolic process	-1.3156219309816	-1.15653319435186	0.195166931947437	0.349541746509718	0.195166931947437
GO:0071415	cellular response to purine-containing compound	-1.58881782593966	-1.01786453990145	0.198746412594597	0.643419663879191	0.198746412594597
GO:0051653	spindle localization	1.64813670217113	1.48883568442235	0.198847657625176	0.0900169136448448	0.0900169136448448
GO:0002440	production of molecular mediator of immune response	-1.33930691604565	2.48103907006963	0.198847657625176	4.66899224806202e-09	4.66899224806202e-09
GO:0086010	membrane depolarization during action potential	-1.60655491780147	-1.47392040267281	0.200502575544594	0.151124224612597	0.151124224612597
GO:0046460	neutral lipid biosynthetic process	-1.53777952177034	0.772099609342048	0.20090059798469	0.949478834961252	0.20090059798469
GO:0046463	acylglycerol biosynthetic process	-1.53777952177034	0.772099609342048	0.20090059798469	0.949478834961252	0.20090059798469
GO:0000387	spliceosomal snRNP assembly	1.67647034763773	1.97758103512907	0.201928901166889	0.00245636836329063	0.00245636836329063
GO:0003416	endochondral bone growth	1.66037724410591	-0.874238305836201	0.201928901166889	0.811985823446082	0.201928901166889
GO:0090205	positive regulation of cholesterol metabolic process	-1.6213627382401	-0.580498154623124	0.201928901166889	0.99665465135841	0.201928901166889
GO:1900274	regulation of phospholipase C activity	-1.60480259741593	1.27699755732491	0.201928901166889	0.335841108892169	0.201928901166889
GO:0051932	synaptic transmission, GABAergic	-1.51774273188328	-1.13797965606871	0.201928901166889	0.471637141103248	0.201928901166889
GO:0007043	cell-cell junction assembly	1.48276763947305	0.83871621172299	0.202697081424737	0.944071711247284	0.202697081424737
GO:1904816	positive regulation of protein localization to chromosome, telomeric region	1.70587191067155	1.70896361896705	0.202829885071903	0.0380654003306468	0.0380654003306468
GO:0045684	positive regulation of epidermis development	1.6210832095447	-1.46869547950525	0.202829885071903	0.15141236445126	0.15141236445126
GO:0034612	response to tumor necrosis factor	-1.3519738607211	1.83264226892178	0.202829885071903	0.000123222167384459	0.000123222167384459
GO:0009083	branched-chain amino acid catabolic process	-1.52506041992723	-0.997128359567777	0.203237714506995	0.663991772932949	0.203237714506995
GO:0002709	regulation of T cell mediated immunity	-1.48166158179759	2.09171412678024	0.203237714506995	3.13005376745701e-05	3.13005376745701e-05
GO:0006940	regulation of smooth muscle contraction	-1.49466902085635	-0.93277596373075	0.204343791789988	0.744577891749503	0.204343791789988
GO:0006335	DNA replication-dependent chromatin assembly	1.66853783720966	1.85244703584863	0.204406917044615	0.0115517306274964	0.0115517306274964
GO:0034723	DNA replication-dependent chromatin organization	1.66853783720966	1.85244703584863	0.204406917044615	0.0115517306274964	0.0115517306274964
GO:0061760	antifungal innate immune response	-1.57641850992745	1.7408502306998	0.204612672311296	0.0366843310682288	0.0366843310682288
GO:1903901	negative regulation of viral life cycle	-1.56430906154772	1.85808111698971	0.204612672311296	0.0101223202100936	0.0101223202100936
GO:0016064	immunoglobulin mediated immune response	-1.40945031527747	2.42083422355227	0.204612672311296	4.66899224806202e-09	4.66899224806202e-09
GO:0070588	calcium ion transmembrane transport	-1.27943009173269	-1.08903857849645	0.207541223429181	0.448630297420061	0.207541223429181
GO:0086016	AV node cell action potential	-1.63911625297303	-1.0369347435809	0.210633651745572	0.614536053757484	0.210633651745572
GO:0086027	AV node cell to bundle of His cell signaling	-1.63911625297303	-1.0369347435809	0.210633651745572	0.614536053757484	0.210633651745572
GO:0021544	subpallium development	1.6030950615358	-0.971939589908463	0.210633651745572	0.70618432503868	0.210633651745572
GO:0001914	regulation of T cell mediated cytotoxicity	-1.54022304402428	1.75560612045611	0.210633651745572	0.0231571973062157	0.0231571973062157
GO:0043691	reverse cholesterol transport	-1.57921159886269	-1.35953164972389	0.210682968372554	0.282081303859123	0.210682968372554
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	-1.32232776652244	2.02288188874443	0.211870008983141	1.44511408607879e-06	1.44511408607879e-06
GO:0019748	secondary metabolic process	1.63509561835539	-1.15183994423185	0.212476935217449	0.470096253334463	0.212476935217449
GO:0032200	telomere organization	1.47415628824925	1.61409693935587	0.212476935217449	0.00683019331133206	0.00683019331133206
GO:0000727	double-strand break repair via break-induced replication	1.66288337703559	2.022702544447	0.212983586935461	0.000649550045518868	0.000649550045518868
GO:0002076	osteoblast development	1.66426353773453	-1.29629574890633	0.21353261226804	0.34892052550443	0.21353261226804
GO:0030318	melanocyte differentiation	1.62451471539922	-0.988298685933051	0.21353261226804	0.673237603643956	0.21353261226804
GO:0014733	regulation of skeletal muscle adaptation	-1.57986177110154	-1.62130083523906	0.216165183943703	0.0570297768949899	0.0570297768949899
GO:0051168	nuclear export	1.47866181155755	1.55538197849907	0.216165183943703	0.00987880154887184	0.00987880154887184
GO:0045606	positive regulation of epidermal cell differentiation	1.59362154263517	-1.13948800977714	0.217144884951451	0.517892502833058	0.217144884951451
GO:0050657	nucleic acid transport	1.49180153286485	1.62856588145821	0.218345618470872	0.00724881751267463	0.00724881751267463
GO:0050658	RNA transport	1.49180153286485	1.62856588145821	0.218345618470872	0.00724881751267463	0.00724881751267463
GO:0001709	cell fate determination	-1.57798230157547	-1.28616253101836	0.220276049215648	0.318055401884952	0.220276049215648
GO:0008206	bile acid metabolic process	-1.57510238664029	-1.5097108435453	0.220276049215648	0.0844221550917648	0.0844221550917648
GO:0001866	NK T cell proliferation	-1.56968870627607	1.13928240836315	0.220996096944051	0.518546372578438	0.220996096944051
GO:0003334	keratinocyte development	1.63785878737302	-1.33294645571794	0.221284587706177	0.295028556147184	0.221284587706177
GO:0051784	negative regulation of nuclear division	1.58665373579726	2.07318948617613	0.221284587706177	0.000208974779454383	0.000208974779454383
GO:0002714	positive regulation of B cell mediated immunity	-1.52066175942927	2.12134706892168	0.221284587706177	0.000116845792731935	0.000116845792731935
GO:0002891	positive regulation of immunoglobulin mediated immune response	-1.52066175942927	2.12134706892168	0.221284587706177	0.000116845792731935	0.000116845792731935
GO:0001843	neural tube closure	1.48982642931657	-0.934197121985091	0.221284587706177	0.769287306045759	0.221284587706177
GO:0060606	tube closure	1.48415002955105	-0.994165519983252	0.221284587706177	0.648705981518481	0.221284587706177
GO:0051899	membrane depolarization	-1.48462918664548	-1.33295808664502	0.222453389801461	0.181356608072917	0.181356608072917
GO:0002704	negative regulation of leukocyte mediated immunity	-1.53585523383937	1.83764384662023	0.223981959126512	0.0030380430814415	0.0030380430814415
GO:0050777	negative regulation of immune response	-1.3468539335105	2.36692300003808	0.224375218514769	4.66899224806202e-09	4.66899224806202e-09
GO:0051028	mRNA transport	1.47710685915101	1.50176466296429	0.224750546950488	0.017736580470773	0.017736580470773
GO:0097154	GABAergic neuron differentiation	1.67642396784607	-1.41311442010686	0.225242519058672	0.236123852311842	0.225242519058672
GO:0051236	establishment of RNA localization	1.47381134418958	1.62651933118603	0.225242519058672	0.00719508410400754	0.00719508410400754
GO:0006949	syncytium formation	-1.48883806662416	1.42359020054894	0.22526343412594	0.146287220044786	0.146287220044786
GO:0014020	primary neural tube formation	1.48376773571376	-0.888132042772786	0.22526343412594	0.846927865454923	0.22526343412594
GO:0051149	positive regulation of muscle cell differentiation	-1.46175416298046	-1.47977210863402	0.22526343412594	0.0380531212486355	0.0380531212486355
GO:1905820	positive regulation of chromosome separation	1.60260369401456	1.51945749711874	0.227431797073007	0.108784209603264	0.108784209603264
GO:0007088	regulation of mitotic nuclear division	1.46881070933558	2.0057824296151	0.227862111208271	4.39361953959069e-05	4.39361953959069e-05
GO:0010889	regulation of sequestering of triglyceride	-1.55584741021133	-1.29330888133729	0.229164231558349	0.35958432577317	0.229164231558349
GO:0055090	acylglycerol homeostasis	-1.57333159822116	-1.42929805847466	0.23073493340389	0.189861615060582	0.189861615060582
GO:0070328	triglyceride homeostasis	-1.57333159822116	-1.42929805847466	0.23073493340389	0.189861615060582	0.189861615060582
GO:0086019	cell-cell signaling involved in cardiac conduction	-1.56142227809153	-1.47875754164258	0.23073493340389	0.161339525842241	0.161339525842241
GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	-1.4856840952648	-1.57541651911697	0.23073493340389	0.0598431936893672	0.0598431936893672
GO:0015918	sterol transport	-1.46816169720467	-1.227657187677	0.23073493340389	0.332019912230875	0.23073493340389
GO:0034505	tooth mineralization	1.63012579809945	-1.13306319883338	0.232028459085473	0.499362958308908	0.232028459085473
GO:0002716	negative regulation of natural killer cell mediated immunity	-1.58250852374323	0.854228082535282	0.232028459085473	0.806280059193489	0.232028459085473
GO:0071548	response to dexamethasone	-1.56504424439539	-0.719432026285909	0.232028459085473	0.939895021842765	0.232028459085473
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	-1.56285809605614	-1.66998821517713	0.232028459085473	0.0282395514155323	0.0282395514155323
GO:0001913	T cell mediated cytotoxicity	-1.49896186962321	1.96612675554673	0.232028459085473	0.00227878493586719	0.00227878493586719
GO:0006302	double-strand break repair	1.36573066967863	1.87127661830351	0.232028459085473	4.44677890625207e-06	4.44677890625207e-06
GO:0099177	regulation of trans-synaptic signaling	-1.21422017040946	-1.51150932583082	0.232028459085473	0.0003853024806996	0.0003853024806996
GO:0046597	negative regulation of viral entry into host cell	-1.55907182207808	1.834249925999	0.232264929163685	0.0104432622335246	0.0104432622335246
GO:0019226	transmission of nerve impulse	-1.5216497190925	-1.59928769298157	0.233824597755381	0.0273175524644601	0.0273175524644601
GO:0071404	cellular response to low-density lipoprotein particle stimulus	-1.57078821130845	0.783568817453629	0.239025077036884	0.881377312952534	0.239025077036884
GO:1905521	regulation of macrophage migration	-1.50777703259563	1.40951080883023	0.239025077036884	0.186794871500346	0.186794871500346
GO:0046486	glycerolipid metabolic process	-1.22598665840696	-0.909255638649523	0.239084378437838	0.875661524488606	0.239084378437838
GO:0015749	monosaccharide transmembrane transport	-1.36977502211837	1.17186314278233	0.239797251560038	0.341807444183271	0.239797251560038
GO:0070203	regulation of establishment of protein localization to telomere	1.61773693455959	1.69606892682857	0.2398253297153	0.0587509100762207	0.0587509100762207
GO:0010874	regulation of cholesterol efflux	-1.53428024458922	-1.48016655559149	0.240206266553913	0.0736375532571527	0.0736375532571527
GO:0051450	myoblast proliferation	-1.55826105970323	-0.873672611837454	0.240553494966387	0.806709605164949	0.240553494966387
GO:0031077	post-embryonic camera-type eye development	1.60778167819337	-1.00562035785415	0.241765788356695	0.652351233237548	0.241765788356695
GO:0043462	regulation of ATP-dependent activity	-1.51383784988222	-0.995499857703196	0.241765788356695	0.644226028622092	0.241765788356695
GO:0052547	regulation of peptidase activity	1.3275300399344	1.80816929100514	0.244276235897067	1.44511408607879e-06	1.44511408607879e-06
GO:0060401	cytosolic calcium ion transport	-1.30116336751357	-1.00919913874273	0.246687089399456	0.629020530023511	0.246687089399456
GO:0043038	amino acid activation	1.60164430783803	1.35187394558566	0.246689246600808	0.225279669312678	0.225279669312678
GO:0048753	pigment granule organization	1.61400397981014	-0.784064600073685	0.246946607103037	0.875661524488606	0.246946607103037
GO:0051283	negative regulation of sequestering of calcium ion	-1.36202689657235	1.19120808594358	0.246946607103037	0.309899696331907	0.246946607103037
GO:0010948	negative regulation of cell cycle process	1.3467504344913	1.89728401931235	0.250457946745901	1.07486006450341e-06	1.07486006450341e-06
GO:0042454	ribonucleoside catabolic process	1.65723153881484	1.85981105820069	0.252935922270208	0.0101149058859024	0.0101149058859024
GO:0071676	negative regulation of mononuclear cell migration	-1.54508681865592	0.924390185541874	0.255251711017812	0.732764744342956	0.255251711017812
GO:0050804	modulation of chemical synaptic transmission	-1.22615969481741	-1.52345290038733	0.255858281763984	0.000424193522887337	0.000424193522887337
GO:0007000	nucleolus organization	1.61914327612663	1.3053033167435	0.25650505621731	0.328652571520165	0.25650505621731
GO:0051481	negative regulation of cytosolic calcium ion concentration	-1.55234611592372	-1.38367527649019	0.257016279970572	0.184785304306697	0.184785304306697
GO:0006310	DNA recombination	1.33724800814321	2.14308860579832	0.257016279970572	4.66899224806202e-09	4.66899224806202e-09
GO:0045821	positive regulation of glycolytic process	-1.56005193554743	-1.09793038956092	0.257530346488438	0.563632126361746	0.257530346488438
GO:0006027	glycosaminoglycan catabolic process	1.6354030148478	1.22348156309388	0.257916847421836	0.405065380706005	0.257916847421836
GO:0018108	peptidyl-tyrosine phosphorylation	-1.2510455053998	2.06935116353948	0.257954696196622	4.66899224806202e-09	4.66899224806202e-09
GO:1904814	regulation of protein localization to chromosome, telomeric region	1.65245457975776	1.77890534736565	0.259015423251281	0.0289284536339576	0.0289284536339576
GO:0032680	regulation of tumor necrosis factor production	-1.3010033134148	2.10944443259571	0.259015423251281	1.28423559858218e-07	1.28423559858218e-07
GO:0018212	peptidyl-tyrosine modification	-1.24765671327158	2.06190256927802	0.259015423251281	4.66899224806202e-09	4.66899224806202e-09
GO:1904251	regulation of bile acid metabolic process	-1.5542614884726	-1.40090431970682	0.259246448408221	0.260867043748601	0.259246448408221
GO:0032096	negative regulation of response to food	-1.53812788880351	NA	0.259246448408221	NA	0.259246448408221
GO:0032105	negative regulation of response to extracellular stimulus	-1.53812788880351	NA	0.259246448408221	NA	0.259246448408221
GO:0032108	negative regulation of response to nutrient levels	-1.53812788880351	NA	0.259246448408221	NA	0.259246448408221
GO:0045216	cell-cell junction organization	1.38779422239816	-0.763228321208423	0.259246448408221	1	0.259246448408221
GO:1902969	mitotic DNA replication	1.62225884417146	1.85169604532533	0.259791359842437	0.00805798482983475	0.00805798482983475
GO:0006084	acetyl-CoA metabolic process	-1.55769007649814	-1.65450091309652	0.259791359842437	0.0173029917576472	0.0173029917576472
GO:0006956	complement activation	-1.46848185205171	1.85924171910386	0.259791359842437	0.00915776879142084	0.00915776879142084
GO:1901655	cellular response to ketone	-1.41545696989683	-0.776912926407243	0.259791359842437	0.957558085350425	0.259791359842437
GO:0009081	branched-chain amino acid metabolic process	-1.51896292048592	-1.01805026652792	0.261692265797047	0.643708768708769	0.261692265797047
GO:1905952	regulation of lipid localization	-1.36696039550103	1.06008013488517	0.261748865341177	0.487085646732226	0.261748865341177
GO:0045861	negative regulation of proteolysis	1.35347500205242	1.44952835051452	0.262200628681944	0.0135330361951337	0.0135330361951337
GO:0050931	pigment cell differentiation	1.57225205414481	-0.702745725583067	0.262358987626198	0.972984819048397	0.262358987626198
GO:0002367	cytokine production involved in immune response	-1.40840737094217	2.36696544227934	0.262358987626198	4.66899224806202e-09	4.66899224806202e-09
GO:0006909	phagocytosis	-1.2892737409872	2.20371244617679	0.262358987626198	4.66899224806202e-09	4.66899224806202e-09
GO:0002707	negative regulation of lymphocyte mediated immunity	-1.48538159656483	1.56277568429446	0.263013828040586	0.0689141122013509	0.0689141122013509
GO:0002698	negative regulation of immune effector process	-1.40777095091652	2.1639493259794	0.263013828040586	9.25341750990191e-07	9.25341750990191e-07
GO:0035384	thioester biosynthetic process	-1.53352197970724	-1.68293720277006	0.264352181042827	0.0361349278790429	0.0361349278790429
GO:0071616	acyl-CoA biosynthetic process	-1.53352197970724	-1.68293720277006	0.264352181042827	0.0361349278790429	0.0361349278790429
GO:0071467	cellular response to pH	1.5690574811922	-0.938184089468807	0.2683122899181	0.743161052194909	0.2683122899181
GO:0000054	ribosomal subunit export from nucleus	1.61517867421666	1.62519368615139	0.269939397223937	0.0737342089782723	0.0737342089782723
GO:0033750	ribosome localization	1.61517867421666	1.62519368615139	0.269939397223937	0.0737342089782723	0.0737342089782723
GO:0071356	cellular response to tumor necrosis factor	-1.34553645373286	1.85786641857675	0.270661536109967	0.000124224760257918	0.000124224760257918
GO:0051208	sequestering of calcium ion	-1.37378339938635	1.19240427909955	0.271789907167546	0.300887529360549	0.271789907167546
GO:0043476	pigment accumulation	1.61253167096566	-0.971187960864205	0.27228758647936	0.701615927019363	0.27228758647936
GO:0046834	lipid phosphorylation	-1.59780116298041	-1.43946991044977	0.27228758647936	0.217143746748112	0.217143746748112
GO:0002396	MHC protein complex assembly	-1.56722180697817	1.53264386769657	0.27228758647936	0.144956856999829	0.144956856999829
GO:0002501	peptide antigen assembly with MHC protein complex	-1.56722180697817	1.53264386769657	0.27228758647936	0.144956856999829	0.144956856999829
GO:0051901	positive regulation of mitochondrial depolarization	-1.5232052006783	NA	0.27228758647936	NA	0.27228758647936
GO:0010565	regulation of cellular ketone metabolic process	-1.33512799501443	1.14756134697129	0.27228758647936	0.357922535211268	0.27228758647936
GO:1905954	positive regulation of lipid localization	-1.39338706120463	1.06218537949544	0.272304323625958	0.5247968605413	0.272304323625958
GO:0050686	negative regulation of mRNA processing	1.60716769479282	1.61277917571465	0.273560769057344	0.0540614637873848	0.0540614637873848
GO:0032732	positive regulation of interleukin-1 production	-1.47482085405484	1.89343982838165	0.273560769057344	0.00221203736684857	0.00221203736684857
GO:2000810	regulation of bicellular tight junction assembly	1.52736774232613	0.72838509116261	0.274367576629432	0.936061163101604	0.274367576629432
GO:0000768	syncytium formation by plasma membrane fusion	-1.49175462960597	1.43012724984704	0.274367576629432	0.0865301518322836	0.0865301518322836
GO:0140253	cell-cell fusion	-1.49175462960597	1.43012724984704	0.274367576629432	0.0865301518322836	0.0865301518322836
GO:0009581	detection of external stimulus	-1.3820003223147	-1.31264993830276	0.274367576629432	0.213859518307019	0.213859518307019
GO:0009582	detection of abiotic stimulus	-1.3820003223147	-1.31264993830276	0.274367576629432	0.213859518307019	0.213859518307019
GO:0106106	cold-induced thermogenesis	-1.34284797293462	-1.03395726217657	0.274367576629432	0.584158669850376	0.274367576629432
GO:1901977	negative regulation of cell cycle checkpoint	1.64719103503648	1.46676262368887	0.274827278891128	0.250578194821871	0.250578194821871
GO:0002686	negative regulation of leukocyte migration	-1.51528987548417	1.4909741612709	0.275784494274163	0.0858449670437977	0.0858449670437977
GO:0051282	regulation of sequestering of calcium ion	-1.39913828108799	1.16620734614911	0.276590045881376	0.332814477027497	0.276590045881376
GO:0051293	establishment of spindle localization	1.52288348162052	1.46571938303873	0.277625597461482	0.111350759714972	0.111350759714972
GO:0008209	androgen metabolic process	1.59705798436051	-0.790434055782284	0.278536105000896	0.876964438787438	0.278536105000896
GO:0070166	enamel mineralization	1.59347767500632	-0.910025238788781	0.280336321036611	0.758100972489358	0.280336321036611
GO:2000232	regulation of rRNA processing	1.59221806174287	1.41579789442975	0.280336321036611	0.250122696143943	0.250122696143943
GO:0002418	immune response to tumor cell	-1.51914672073051	1.26980806772952	0.280408274849078	0.368351187904629	0.280408274849078
GO:0021915	neural tube development	1.37579251933593	-0.884271871449251	0.281065152505745	0.887053656673668	0.281065152505745
GO:0006399	tRNA metabolic process	1.3723762016137	1.37079465101114	0.281065152505745	0.0607681282248374	0.0607681282248374
GO:1902808	positive regulation of cell cycle G1/S phase transition	1.50824752617282	1.14922874588351	0.281964060184861	0.443187212791007	0.281964060184861
GO:0009069	serine family amino acid metabolic process	1.59795966305785	0.805469610991965	0.282080622373192	0.889097010592338	0.282080622373192
GO:0048641	regulation of skeletal muscle tissue development	-1.52628516211725	-1.76048482630131	0.282080622373192	0.00866101358870782	0.00866101358870782
GO:0001838	embryonic epithelial tube formation	1.39734338666898	-1.01359387125973	0.282080622373192	0.600714687613247	0.282080622373192
GO:0071706	tumor necrosis factor superfamily cytokine production	-1.25247020753288	2.15131194848129	0.282362790639533	5.73462071143131e-08	5.73462071143131e-08
GO:0030258	lipid modification	-1.24989642440733	-1.28361057433161	0.282362790639533	0.156410534864395	0.156410534864395
GO:1904181	positive regulation of membrane depolarization	-1.54420424615203	-1.01203512422766	0.282396711370013	0.655932664850182	0.282396711370013
GO:0043277	apoptotic cell clearance	-1.50812146914056	1.53035419713701	0.284335087885946	0.0607681282248374	0.0607681282248374
GO:0050792	regulation of viral process	-1.32063569210177	2.20057566554832	0.284335087885946	1.01192222429295e-07	1.01192222429295e-07
GO:0051294	establishment of spindle orientation	1.52284489776293	1.44115366758182	0.285975075028122	0.108687789942502	0.108687789942502
GO:2001234	negative regulation of apoptotic signaling pathway	1.36374023339681	1.50511482740294	0.285975075028122	0.00578923736312837	0.00578923736312837
GO:0019932	second-messenger-mediated signaling	-1.252235665515	1.09745771570695	0.285975075028122	0.40999059521432	0.285975075028122
GO:0014074	response to purine-containing compound	-1.34875239592273	-0.99009495297869	0.287123376288025	0.656980521137878	0.287123376288025
GO:0032640	tumor necrosis factor production	-1.31265023537324	2.1158080875556	0.287123376288025	1.38308578072947e-07	1.38308578072947e-07
GO:0010888	negative regulation of lipid storage	-1.54388151554707	0.714391116734207	0.287454175537639	0.939895021842765	0.287454175537639
GO:0009070	serine family amino acid biosynthetic process	1.59358451219429	0.938333184351784	0.288131983046163	0.723012572391956	0.288131983046163
GO:0003298	physiological muscle hypertrophy	-1.55850360358659	-1.41013536099998	0.289458582533964	0.175880468639388	0.175880468639388
GO:0003301	physiological cardiac muscle hypertrophy	-1.55850360358659	-1.41013536099998	0.289458582533964	0.175880468639388	0.175880468639388
GO:0061049	cell growth involved in cardiac muscle cell development	-1.55850360358659	-1.41013536099998	0.289458582533964	0.175880468639388	0.175880468639388
GO:0034142	toll-like receptor 4 signaling pathway	-1.49876816902387	1.90044708155789	0.289458582533964	0.00227405608088219	0.00227405608088219
GO:0019722	calcium-mediated signaling	-1.3136175420016	1.34070911343921	0.289458582533964	0.0947251345979432	0.0947251345979432
GO:0055092	sterol homeostasis	-1.44132278754383	-1.40763476932088	0.290283957021604	0.103515826852528	0.103515826852528
GO:0042832	defense response to protozoan	-1.47725936088675	2.16332876991231	0.290787584797317	0.000165409054192348	0.000165409054192348
GO:0010817	regulation of hormone levels	1.27407493930618	-1.08040215415517	0.292281997529958	0.439128357587134	0.292281997529958
GO:0006152	purine nucleoside catabolic process	1.62377180548126	1.85574848728134	0.292777401010558	0.0155999954656019	0.0155999954656019
GO:0016540	protein autoprocessing	1.5543140824348	-0.955686027161361	0.292777401010558	0.71894741464661	0.292777401010558
GO:0048025	negative regulation of mRNA splicing, via spliceosome	1.54496497790207	1.62046444131469	0.292777401010558	0.0657863002578536	0.0657863002578536
GO:0014051	gamma-aminobutyric acid secretion	-1.53063955901934	-1.45816786777739	0.292777401010558	0.177745410354649	0.177745410354649
GO:0009268	response to pH	1.52123001054918	-0.778352609486721	0.292777401010558	0.910218717370995	0.292777401010558
GO:0010259	multicellular organism aging	-1.51436987980471	-1.18172064361806	0.292777401010558	0.436350169223949	0.292777401010558
GO:0010831	positive regulation of myotube differentiation	-1.50140621861442	-0.983974988595611	0.292777401010558	0.681764249541465	0.292777401010558
GO:0014742	positive regulation of muscle hypertrophy	-1.48565736583403	-0.705406810233609	0.292777401010558	0.972968606967853	0.292777401010558
GO:0042632	cholesterol homeostasis	-1.43636994790517	-1.4308059013986	0.292777401010558	0.077534663844703	0.077534663844703
GO:0000725	recombinational repair	1.40150601026028	1.90173211862558	0.296693218712457	8.25028734499625e-05	8.25028734499625e-05
GO:0046324	regulation of glucose import	-1.44827757530517	-1.10725074127665	0.297600813070006	0.49862322413911	0.297600813070006
GO:0031640	killing of cells of another organism	-1.49866294470494	1.99986189518507	0.300983219230315	0.000777138666117944	0.000777138666117944
GO:0051279	regulation of release of sequestered calcium ion into cytosol	-1.38782877370885	1.01861011399623	0.302784939149382	0.625493747084888	0.302784939149382
GO:0051209	release of sequestered calcium ion into cytosol	-1.36856935696453	1.19828501815281	0.303096024087179	0.300887529360549	0.300887529360549
GO:0010827	regulation of glucose transmembrane transport	-1.35919605746805	1.05326359285011	0.303096024087179	0.552524542548601	0.303096024087179
GO:0051382	kinetochore assembly	1.56872187943272	2.11303241898019	0.305403420584625	0.000199647347655664	0.000199647347655664
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	1.60914670644932	1.74939800482436	0.305521363899726	0.0254908075836628	0.0254908075836628
GO:0120192	tight junction assembly	1.50160946975258	-0.981118571480343	0.307197304967793	0.678794525403059	0.307197304967793
GO:0045930	negative regulation of mitotic cell cycle	1.33360759180442	1.83186240308056	0.307780117260245	2.42462651976545e-05	2.42462651976545e-05
GO:0071385	cellular response to glucocorticoid stimulus	-1.49791424157443	-0.74773801005194	0.308655899914213	0.944650146347621	0.308655899914213
GO:0061762	CAMKK-AMPK signaling cascade	-1.56531473404646	1.36021495000166	0.308822016703778	0.323541832468478	0.308822016703778
GO:0070199	establishment of protein localization to chromosome	1.54947211222763	1.49293408675185	0.308822016703778	0.135755342677269	0.135755342677269
GO:0042255	ribosome assembly	1.48625203802649	1.4789541575542	0.308822016703778	0.0634811329239425	0.0634811329239425
GO:0002711	positive regulation of T cell mediated immunity	-1.46751826776508	1.99951690271006	0.308822016703778	0.000309150683300112	0.000309150683300112
GO:0046633	alpha-beta T cell proliferation	-1.43354627532135	1.80137275838544	0.308822016703778	0.00647079778634432	0.00647079778634432
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	1.57233874721178	1.85186500571231	0.310629138891896	0.0141742119904202	0.0141742119904202
GO:0060740	prostate gland epithelium morphogenesis	1.55030809177441	-1.08013246151778	0.310629138891896	0.566921243893721	0.310629138891896
GO:0010887	negative regulation of cholesterol storage	-1.561710041638	NA	0.311340821927922	NA	0.311340821927922
GO:0086004	regulation of cardiac muscle cell contraction	-1.45056920591267	-1.37567189333591	0.311340821927922	0.19471712189663	0.19471712189663
GO:1901988	negative regulation of cell cycle phase transition	1.33776107497194	1.87686928926593	0.311340821927922	9.06028754098904e-06	9.06028754098904e-06
GO:1904851	positive regulation of establishment of protein localization to telomere	1.60575811012477	1.68087575884209	0.312022939392888	0.0718135836238362	0.0718135836238362
GO:0021548	pons development	1.60117807162516	-0.810698414316995	0.312022939392888	0.839686072473665	0.312022939392888
GO:0097421	liver regeneration	1.56373536611548	1.39054047787432	0.312022939392888	0.300887529360549	0.300887529360549
GO:0006534	cysteine metabolic process	1.56349006957707	-1.20541166827392	0.312022939392888	0.47456419829143	0.312022939392888
GO:0006691	leukotriene metabolic process	-1.50813518312011	1.67696062071217	0.314748236940781	0.0561990861336732	0.0561990861336732
GO:0043455	regulation of secondary metabolic process	1.61124569541413	1.17766194602771	0.31499892553266	0.494568787537538	0.31499892553266
GO:0048021	regulation of melanin biosynthetic process	1.61124569541413	1.17766194602771	0.31499892553266	0.494568787537538	0.31499892553266
GO:1900376	regulation of secondary metabolite biosynthetic process	1.61124569541413	1.17766194602771	0.31499892553266	0.494568787537538	0.31499892553266
GO:0090501	RNA phosphodiester bond hydrolysis	1.46376633968463	1.55046394656016	0.315614419973571	0.0524902906189987	0.0524902906189987
GO:0001894	tissue homeostasis	-1.26884965806678	1.38843712757115	0.315683941920239	0.0272750525313266	0.0272750525313266
GO:0045923	positive regulation of fatty acid metabolic process	-1.47082833863494	1.05203013668033	0.31592712493483	0.563605893561998	0.31592712493483
GO:0070198	protein localization to chromosome, telomeric region	1.52489137597125	1.60088944690702	0.317624843698052	0.059019456192045	0.059019456192045
GO:0048871	multicellular organismal homeostasis	-1.18362501506502	1.30260513451261	0.318387393835272	0.0246402323087038	0.0246402323087038
GO:0033198	response to ATP	-1.4943835159464	1.25092248072696	0.32073684640174	0.373285107269112	0.32073684640174
GO:0045618	positive regulation of keratinocyte differentiation	1.59347548527155	-0.871835441259286	0.32146181065931	0.805225001722831	0.32146181065931
